label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.13346368074417114,0.24028125405311584,1.4998285280398704e-07,0.13631755113601685,0.20653744041919708,-0.005835358984768391,0.13701984286308289,0.1693836897611618,-0.009121010079979897,0.13630971312522888,0.14290723204612732,-0.012719051912426949,0.13681194186210632,0.12209118902683258,-0.01577858254313469,0.11848849803209305,0.16182927787303925,-0.0067950524389743805,0.09914547204971313,0.12767858803272247,-0.01853162795305252,0.08784037828445435,0.10011345148086548,-0.02722577378153801,0.07959918677806854,0.07710716128349304,-0.03248129412531853,0.11448618769645691,0.16304604709148407,-0.009979466907680035,0.09502982348203659,0.12903572618961334,-0.02094302326440811,0.08542896807193756,0.10054907947778702,-0.029102114960551262,0.07824641466140747,0.07450627535581589,-0.03393758833408356,0.11422324180603027,0.16430872678756714,-0.013950543478131294,0.09526826441287994,0.13088490068912506,-0.023331716656684875,0.08595527708530426,0.10407897084951401,-0.026642782613635063,0.07872335612773895,0.0810604840517044,-0.027501696720719337,0.11728551983833313,0.16556701064109802,-0.018849872052669525,0.10021930932998657,0.13761696219444275,-0.024866638705134392,0.09256093204021454,0.11614523828029633,-0.025180649012327194,0.08776088058948517,0.09757906943559647,-0.024400880560278893
A,0.14258699119091034,0.2822955250740051,1.8119268929694954e-07,0.15213604271411896,0.2566072642803192,-0.016174376010894775,0.15491236746311188,0.22560125589370728,-0.022881697863340378,0.15527182817459106,0.20301957428455353,-0.027147401124238968,0.15444710850715637,0.1887422800064087,-0.030494874343276024,0.12788516283035278,0.21263469755649567,-0.02026834338903427,0.10420321673154831,0.1827208399772644,-0.03306594491004944,0.08955983817577362,0.15774622559547424,-0.04246705770492554,0.07877399772405624,0.13739073276519775,-0.04777344688773155,0.12147694826126099,0.21366186439990997,-0.0168876051902771,0.09890351444482803,0.18394994735717773,-0.029033545404672623,0.08680330216884613,0.15673591196537018,-0.03740303963422775,0.07867902517318726,0.13341864943504333,-0.041914522647857666,0.1192002072930336,0.21411606669425964,-0.014318503439426422,0.0995144322514534,0.18540121614933014,-0.0244450680911541,0.08962252736091614,0.15970630943775177,-0.028672823682427406,0.08288224786520004,0.1389649510383606,-0.029658010229468346,0.12022749334573746,0.21461047232151031,-0.013252168893814087,0.1053909882903099,0.18966417014598846,-0.019501229748129845,0.09791406989097595,0.16933420300483704,-0.02021314948797226,0.09394033253192902,0.15280388295650482,-0.019262375310063362
A,0.13411810994148254,0.26676133275032043,1.4697364747462416e-07,0.1270410716533661,0.2371705174446106,-0.007964719086885452,0.12409836053848267,0.20345212519168854,-0.01353216078132391,0.12002160400152206,0.17850852012634277,-0.018296917900443077,0.11640868335962296,0.15917792916297913,-0.02346409671008587,0.12281225621700287,0.2009827047586441,-0.016413476318120956,0.11317821592092514,0.17327752709388733,-0.0316472128033638,0.10510435700416565,0.15027648210525513,-0.043643519282341,0.09787269681692123,0.13070711493492126,-0.05122208595275879,0.12756329774856567,0.20678119361400604,-0.018438132479786873,0.11763797700405121,0.17915178835391998,-0.031746502965688705,0.10817622393369675,0.15546658635139465,-0.04096017777919769,0.09946941584348679,0.1337246596813202,-0.04682249203324318,0.13541805744171143,0.2143288105726242,-0.020821865648031235,0.12750889360904694,0.18728581070899963,-0.032259996980428696,0.12171462178230286,0.1658458113670349,-0.035021305084228516,0.11717002838850021,0.14667892456054688,-0.035590872168540955,0.14570307731628418,0.22384409606456757,-0.02397635392844677,0.1416214406490326,0.20246180891990662,-0.03250768408179283,0.1392481029033661,0.18469668924808502,-0.03308876231312752,0.1380949467420578,0.16899757087230682,-0.03228769451379776
A,0.13618223369121552,0.2837441563606262,1.2365596546715096e-07,0.15609829127788544,0.2633442282676697,-0.014063267968595028,0.16402198374271393,0.23097023367881775,-0.01906680129468441,0.16475650668144226,0.20338910818099976,-0.022332213819026947,0.1620219498872757,0.1813226193189621,-0.024246694520115852,0.1369156390428543,0.2075040489435196,-0.009555455297231674,0.1305878460407257,0.17350617051124573,-0.01997230015695095,0.1277582347393036,0.15038737654685974,-0.02891398034989834,0.12477198988199234,0.13198396563529968,-0.03475554287433624,0.1273736208677292,0.20652490854263306,-0.006509300787001848,0.1223948746919632,0.17503298819065094,-0.015676653012633324,0.11926916241645813,0.15330764651298523,-0.023396670818328857,0.11594630777835846,0.13297131657600403,-0.0282178595662117,0.12325361371040344,0.20716413855552673,-0.004973846487700939,0.11919277906417847,0.177815243601799,-0.012926481664180756,0.11711271107196808,0.15731753408908844,-0.014986076392233372,0.11456958949565887,0.13878759741783142,-0.015284895896911621,0.1234733983874321,0.20867125689983368,-0.005082018673419952,0.12037573009729385,0.18366417288780212,-0.010449443943798542,0.11902346462011337,0.16590112447738647,-0.010447910986840725,0.11830876022577286,0.15113654732704163,-0.009294671006500721
A,0.13522371649742126,0.3061685860157013,1.2797211468296155e-07,0.1419072151184082,0.28801044821739197,-0.013152038678526878,0.14853651821613312,0.25712013244628906,-0.019026875495910645,0.15147948265075684,0.23083250224590302,-0.02335854060947895,0.14966878294944763,0.2099839448928833,-0.026859179139137268,0.13748106360435486,0.23833909630775452,-0.013972188346087933,0.13011373579502106,0.20336057245731354,-0.02666713483631611,0.12241095304489136,0.17697957158088684,-0.03664260730147362,0.11434672772884369,0.15575718879699707,-0.04294507950544357,0.13163429498672485,0.23642607033252716,-0.012761427089571953,0.1243646964430809,0.2029590606689453,-0.02474066987633705,0.11662036180496216,0.17739148437976837,-0.033410169184207916,0.10822746157646179,0.15345367789268494,-0.03851946443319321,0.12822182476520538,0.23597845435142517,-0.012553633190691471,0.1224176287651062,0.2050119787454605,-0.02251414582133293,0.11748362332582474,0.18328982591629028,-0.024844294413924217,0.11191071569919586,0.16311779618263245,-0.024971503764390945,0.12644702196121216,0.2371252179145813,-0.013884156942367554,0.12203845381736755,0.2113172709941864,-0.020703598856925964,0.11902457475662231,0.19340790808200836,-0.020900052040815353,0.11639165878295898,0.1775389015674591,-0.019687479361891747
A,0.2036558836698532,0.28490015864372253,2.112130488285402e-07,0.21306030452251434,0.26369696855545044,-0.011483796872198582,0.21362368762493134,0.23341867327690125,-0.016884461045265198,0.21024984121322632,0.21026204526424408,-0.021031109616160393,0.20593363046646118,0.19202500581741333,-0.024716239422559738,0.19349582493305206,0.21756604313850403,-0.011471646837890148,0.18419453501701355,0.18489262461662292,-0.022623134776949883,0.1789429783821106,0.16067540645599365,-0.0313502736389637,0.17600789666175842,0.14149653911590576,-0.03659694269299507,0.18865816295146942,0.21940046548843384,-0.010913407430052757,0.18052838742733002,0.18579944968223572,-0.02073902077972889,0.17576982080936432,0.16180431842803955,-0.0278578232973814,0.17277118563652039,0.140807643532753,-0.0320873036980629,0.18704462051391602,0.22237460315227509,-0.011547905392944813,0.18149736523628235,0.19138462841510773,-0.019540460780262947,0.17893728613853455,0.16953551769256592,-0.021385440602898598,0.17757552862167358,0.15124651789665222,-0.021519144997000694,0.1877339780330658,0.22669130563735962,-0.013598425313830376,0.18415004014968872,0.2010580152273178,-0.01932205818593502,0.18318864703178406,0.18284811079502106,-0.019535331055521965,0.18294626474380493,0.1677708774805069,-0.01864713430404663
A,0.8081445693969727,0.5291415452957153,-1.4288087868408184e-06,0.6788281798362732,0.6506983041763306,-0.048814255744218826,0.4908130466938019,0.7045167684555054,-0.07521171122789383,0.33630800247192383,0.7015607953071594,-0.10120166838169098,0.23620666563510895,0.6587297916412354,-0.11606034636497498,0.3997213542461395,0.5363171696662903,-0.0341310016810894,0.2836835980415344,0.509832501411438,-0.10930152237415314,0.3669359087944031,0.5508518218994141,-0.1452149599790573,0.4643695652484894,0.5867221355438232,-0.15584178268909454,0.43301844596862793,0.43369340896606445,-0.03988949581980705,0.32335683703422546,0.41745322942733765,-0.13402216136455536,0.4470440745353699,0.4926219582557678,-0.16031911969184875,0.5536848902702332,0.5348020792007446,-0.15313464403152466,0.49015119671821594,0.3500315546989441,-0.05385730788111687,0.3875442445278168,0.3460918068885803,-0.13733752071857452,0.5092040300369263,0.4269164204597473,-0.10936800390481949,0.6167553663253784,0.46506717801094055,-0.06485234200954437,0.5647024512290955,0.2720378637313843,-0.0714496374130249,0.46398383378982544,0.2676241397857666,-0.12737451493740082,0.545059084892273,0.3430299162864685,-0.09915697574615479,0.6258242726325989,0.38555246591567993,-0.059214524924755096
A,0.8145842552185059,0.5236220955848694,-1.3887187151340186e-06,0.6898714303970337,0.6523582339286804,-0.056712210178375244,0.48925790190696716,0.7190808057785034,-0.07983877509832382,0.3332081437110901,0.7224810123443604,-0.10259026288986206,0.22641590237617493,0.7013137340545654,-0.11120040714740753,0.38444632291793823,0.5422784090042114,-0.018704647198319435,0.28531238436698914,0.5268204808235168,-0.09460859000682831,0.3791511654853821,0.5712710618972778,-0.12837208807468414,0.4779304265975952,0.6088137626647949,-0.13614122569561005,0.4251874089241028,0.44008487462997437,-0.02328445017337799,0.32764798402786255,0.42945384979248047,-0.11561650782823563,0.4495808780193329,0.5003487467765808,-0.141259104013443,0.5498626828193665,0.5382235646247864,-0.1330845206975937,0.48104768991470337,0.3540131151676178,-0.040497686713933945,0.39197009801864624,0.3524608016014099,-0.12144353985786438,0.5103614330291748,0.4251408874988556,-0.09537139534950256,0.6092449426651001,0.45946016907691956,-0.05302037298679352,0.5528965592384338,0.27552008628845215,-0.06359133869409561,0.46139582991600037,0.2675458788871765,-0.11715799570083618,0.5391688346862793,0.3353153467178345,-0.09188327193260193,0.6119953393936157,0.3722260594367981,-0.054778944700956345
A,0.7555291056632996,0.49067914485931396,-7.082736033225956e-07,0.6468139290809631,0.6129767894744873,-0.03613733500242233,0.4926333725452423,0.6733794808387756,-0.07297155261039734,0.3717155158519745,0.6814703941345215,-0.11215218901634216,0.3012261986732483,0.6458178162574768,-0.14706258475780487,0.4142349064350128,0.5323119163513184,-0.0686587393283844,0.291748583316803,0.4963332414627075,-0.14972451329231262,0.3396947979927063,0.5235709547996521,-0.19831596314907074,0.4200502336025238,0.564303457736969,-0.22054490447044373,0.4446084499359131,0.4449338912963867,-0.08724852651357651,0.32124143838882446,0.401898056268692,-0.17837318778038025,0.3968782424926758,0.46094799041748047,-0.21050725877285004,0.49544620513916016,0.5118422508239746,-0.2139483392238617,0.49253755807876587,0.3618246614933014,-0.11050192266702652,0.3765111565589905,0.334354430437088,-0.18229961395263672,0.46317794919013977,0.39671313762664795,-0.16303861141204834,0.5574312210083008,0.443488210439682,-0.13168492913246155,0.5533830523490906,0.27829301357269287,-0.13664285838603973,0.45210856199264526,0.2605423927307129,-0.18482732772827148,0.5128483176231384,0.31761619448661804,-0.16307374835014343,0.5879395008087158,0.365536093711853,-0.13308601081371307
A,0.8078434467315674,0.4567263424396515,-1.2748422477670829e-06,0.69034743309021,0.6096689701080322,-0.05227414146065712,0.49501338601112366,0.7086191177368164,-0.08542833477258682,0.3390389084815979,0.7361727952957153,-0.11499711126089096,0.22547872364521027,0.7141125202178955,-0.13319994509220123,0.38135555386543274,0.5335932970046997,-0.06669528037309647,0.2623407244682312,0.544458270072937,-0.13707010447978973,0.33083292841911316,0.5740571022033691,-0.16227540373802185,0.43252792954444885,0.6069743037223816,-0.1654019057750702,0.40443408489227295,0.4178721308708191,-0.07376054674386978,0.2868480682373047,0.43029361963272095,-0.1606803983449936,0.3980551064014435,0.49143996834754944,-0.18299391865730286,0.5097973346710205,0.5279558300971985,-0.17650265991687775,0.45073893666267395,0.3168301582336426,-0.08654246479272842,0.3448635935783386,0.33823689818382263,-0.1600159853696823,0.4681888520717621,0.4024756848812103,-0.13005420565605164,0.5825879573822021,0.4323355257511139,-0.08988847583532333,0.5188227295875549,0.22151832282543182,-0.10346058011054993,0.41577965021133423,0.23155507445335388,-0.16194365918636322,0.4999261498451233,0.29820796847343445,-0.13515150547027588,0.5845886468887329,0.3354487121105194,-0.0973803922533989
A,0.21250362694263458,0.564167857170105,7.841795479635039e-08,0.2034512758255005,0.5480007529258728,-0.0019410987151786685,0.18742534518241882,0.5311471819877625,-0.0022060542833060026,0.17397136986255646,0.5200833678245544,-0.0027359852101653814,0.1633516401052475,0.511802613735199,-0.0031213508918881416,0.17884260416030884,0.5255452990531921,-0.0016610360471531749,0.15862418711185455,0.5096643567085266,-0.00702336011454463,0.14264430105686188,0.49967142939567566,-0.011860041879117489,0.1281575858592987,0.492868036031723,-0.015260031446814537,0.17641234397888184,0.5285266041755676,-0.0037406389601528645,0.15701715648174286,0.512087345123291,-0.009037395939230919,0.14091850817203522,0.5021783113479614,-0.014202657155692577,0.12478624284267426,0.49374067783355713,-0.017643094062805176,0.1745189130306244,0.531750500202179,-0.006070492789149284,0.15655840933322906,0.5159307718276978,-0.01026805117726326,0.14205099642276764,0.505722165107727,-0.012460047379136086,0.12742255628108978,0.4974657893180847,-0.013650103472173214,0.1730375736951828,0.5354336500167847,-0.008773094043135643,0.15919867157936096,0.5215386748313904,-0.011826635338366032,0.14901193976402283,0.5125217437744141,-0.012140949256718159,0.13932886719703674,0.5047476887702942,-0.011910482309758663
A,0.20472119748592377,0.5374366641044617,1.5220264515392046e-07,0.21422149240970612,0.524476170539856,-0.017787782475352287,0.21522869169712067,0.5087329745292664,-0.026748593896627426,0.21384994685649872,0.4974308907985687,-0.033198561519384384,0.21173714101314545,0.49000829458236694,-0.0389368012547493,0.1834384799003601,0.4971757233142853,-0.018002841621637344,0.16550573706626892,0.48201408982276917,-0.026519199833273888,0.15232551097869873,0.4710841178894043,-0.033267080783843994,0.1414424180984497,0.46252089738845825,-0.03782569617033005,0.17522868514060974,0.5004363656044006,-0.012925070710480213,0.15805897116661072,0.4850168526172638,-0.021212195977568626,0.14555160701274872,0.4732828140258789,-0.027442067861557007,0.13444656133651733,0.46258974075317383,-0.031473103910684586,0.1695387065410614,0.5037036538124084,-0.00903866533190012,0.1543065309524536,0.48828747868537903,-0.015481176786124706,0.14390747249126434,0.4771052300930023,-0.018664587289094925,0.1344180852174759,0.4667118787765503,-0.020203884690999985,0.16539834439754486,0.5067508220672607,-0.006831245496869087,0.15418924391269684,0.49252498149871826,-0.011285649612545967,0.1463104486465454,0.48239442706108093,-0.012958108447492123,0.13992898166179657,0.47309768199920654,-0.013590470887720585
